modeldate,state,pct_estimate
10/13/2020,ME-1,33.05056
10/12/2020,ME-1,33.05188
10/8/2020,ME-1,33.0537
10/7/2020,ME-1,33.05905
10/11/2020,ME-1,33.05993
10/14/2020,ME-1,33.0624
7/10/2020,California,33.06628
7/12/2020,California,33.067009999999996
7/11/2020,California,33.06861
7/7/2020,California,33.06997
7/9/2020,California,33.070170000000005
7/2/2020,California,33.07095
7/6/2020,California,33.07099
7/5/2020,California,33.07101
7/3/2020,California,33.07119
7/4/2020,California,33.07119
7/14/2020,California,33.07269
8/3/2020,California,33.07501
6/29/2020,California,33.0758
8/2/2020,California,33.07597
7/31/2020,California,33.07673
8/1/2020,California,33.07673
8/15/2020,ME-1,33.078959999999995
8/14/2020,ME-1,33.08011
7/8/2020,California,33.08039
8/13/2020,ME-1,33.0804
5/26/2020,California,33.08113
10/14/2020,Rhode Island,33.08318
7/13/2020,California,33.08331
10/9/2020,ME-1,33.08424
6/24/2020,California,33.08814
5/27/2020,California,33.088409999999996
7/1/2020,California,33.08887
7/28/2020,California,33.08957
6/25/2020,California,33.08977
7/26/2020,California,33.09013
6/30/2020,California,33.09084
10/10/2020,ME-1,33.09365
7/29/2020,California,33.09469
7/18/2020,California,33.09514
7/27/2020,California,33.095890000000004
6/1/2020,California,33.099070000000005
7/30/2020,California,33.09918
7/25/2020,California,33.09935
7/17/2020,California,33.103429999999996
7/16/2020,California,33.10351
7/15/2020,California,33.10355
7/24/2020,California,33.104079999999996
5/30/2020,California,33.1052
6/23/2020,California,33.1054
6/17/2020,California,33.10725
6/11/2020,California,33.10931
6/10/2020,California,33.11003
6/12/2020,California,33.110240000000005
6/18/2020,California,33.11045
6/9/2020,California,33.110459999999996
6/19/2020,California,33.11057
6/4/2020,California,33.110859999999995
6/21/2020,California,33.11108
6/20/2020,California,33.11124
6/6/2020,California,33.11135
6/16/2020,California,33.11172
6/15/2020,California,33.111740000000005
6/3/2020,California,33.1119
6/8/2020,California,33.11201
6/14/2020,California,33.11208
6/5/2020,California,33.11209
6/13/2020,California,33.11227
6/2/2020,California,33.11248
7/20/2020,California,33.11296
7/19/2020,California,33.113009999999996
7/21/2020,California,33.11322
6/7/2020,California,33.11338
6/28/2020,California,33.11425
6/27/2020,California,33.11425
5/31/2020,California,33.11695
5/29/2020,California,33.117459999999994
5/28/2020,California,33.117459999999994
6/26/2020,California,33.11953
6/22/2020,California,33.12259
8/23/2020,ME-1,33.12934
7/22/2020,California,33.132290000000005
7/23/2020,California,33.13408
9/26/2020,Maryland,33.13671
8/12/2020,ME-1,33.13673
9/29/2020,Maryland,33.13766
9/28/2020,Maryland,33.13902
10/2/2020,Maryland,33.14113
10/1/2020,Maryland,33.14124
9/27/2020,Maryland,33.14161
9/30/2020,Maryland,33.14161
9/9/2020,ME-1,33.14278
9/25/2020,Maryland,33.143570000000004
9/21/2020,New York,33.1474
8/16/2020,ME-1,33.15135
8/29/2020,ME-1,33.15309
8/11/2020,ME-1,33.15606
9/20/2020,New York,33.157090000000004
9/22/2020,New York,33.15789
5/4/2020,New York,33.16236
9/17/2020,New York,33.16502
9/15/2020,New York,33.16531
9/16/2020,New York,33.16788
10/13/2020,Rhode Island,33.16912
9/17/2020,ME-1,33.16989
5/12/2020,New York,33.17025
8/30/2020,ME-1,33.171209999999995
9/13/2020,New York,33.17306
5/9/2020,New York,33.174929999999996
8/26/2020,ME-1,33.17725
8/19/2020,ME-1,33.17743
8/27/2020,ME-1,33.17763
9/18/2020,ME-1,33.17765
9/9/2020,New York,33.17778
9/14/2020,New York,33.17779
9/2/2020,ME-1,33.17784
9/18/2020,New York,33.17816
9/19/2020,ME-1,33.1795
8/22/2020,Washington,33.17958
9/8/2020,ME-1,33.180009999999996
9/19/2020,New York,33.18002
5/6/2020,New York,33.18007
8/20/2020,ME-1,33.18107
5/13/2020,New York,33.18353
9/1/2020,ME-1,33.18374
9/4/2020,ME-1,33.18435
9/5/2020,ME-1,33.18458
9/16/2020,ME-1,33.18568
5/7/2020,New York,33.186890000000005
8/24/2020,ME-1,33.18773
5/5/2020,New York,33.18854
9/29/2020,New York,33.18866
9/3/2020,ME-1,33.1908
8/17/2020,ME-1,33.19357
8/18/2020,ME-1,33.193659999999994
8/31/2020,ME-1,33.19386
8/21/2020,ME-1,33.19703
9/28/2020,New York,33.19706
5/8/2020,New York,33.197140000000005
10/1/2020,New York,33.19748
5/14/2020,New York,33.19749
5/11/2020,New York,33.197520000000004
5/10/2020,New York,33.197559999999996
8/25/2020,ME-1,33.19813
9/30/2020,New York,33.20063
9/10/2020,New York,33.2016
9/12/2020,New York,33.20194
8/29/2020,New York,33.20316
9/6/2020,ME-1,33.20317
9/7/2020,ME-1,33.20355
9/27/2020,New York,33.21004
5/15/2020,New York,33.21008
5/17/2020,New York,33.21086
8/28/2020,ME-1,33.21349
5/16/2020,New York,33.21402
3/9/2020,California,33.21415
3/10/2020,California,33.21709
9/8/2020,New York,33.21864
9/11/2020,New York,33.220259999999996
8/30/2020,New York,33.22128
9/2/2020,New York,33.22425
8/26/2020,New York,33.22728
9/26/2020,New York,33.22735
8/27/2020,New York,33.2277
9/4/2020,New York,33.22889
9/5/2020,New York,33.229
5/20/2020,New York,33.23065
5/18/2020,New York,33.23079
5/19/2020,New York,33.23086
9/1/2020,New York,33.23237
9/25/2020,New York,33.234590000000004
9/3/2020,New York,33.23614
9/24/2020,New York,33.24047
8/15/2020,Washington,33.24224
8/14/2020,Washington,33.24265
8/31/2020,New York,33.24387
8/13/2020,Washington,33.247009999999996
8/25/2020,New York,33.24726
9/6/2020,New York,33.24812
9/7/2020,New York,33.24822
9/23/2020,New York,33.26011
9/22/2020,ME-1,33.26093
8/28/2020,New York,33.26354
3/11/2020,California,33.26695
3/24/2020,California,33.2688
8/23/2020,Washington,33.27036
3/2/2020,California,33.2728
3/28/2020,California,33.273070000000004
3/6/2020,California,33.27312
3/8/2020,California,33.27313
3/3/2020,California,33.27337
3/5/2020,California,33.273379999999996
3/12/2020,California,33.27369
3/4/2020,California,33.27442
3/13/2020,California,33.27467
3/7/2020,California,33.27547
3/14/2020,California,33.27554
3/21/2020,California,33.27685
9/24/2020,ME-1,33.27686
3/25/2020,California,33.277440000000006
3/22/2020,California,33.28295
3/20/2020,California,33.283559999999994
9/21/2020,ME-1,33.28423
8/4/2020,Washington,33.285270000000004
3/19/2020,California,33.2904
9/23/2020,ME-1,33.2904
8/10/2020,Washington,33.2935
8/29/2020,Washington,33.29708
8/6/2020,Washington,33.29724
3/16/2020,California,33.29955
8/12/2020,Washington,33.30239
3/15/2020,California,33.30468
8/9/2020,Washington,33.31066
8/5/2020,Washington,33.31159
